length,lev_dist,sample_ms,total_ms,total_samples,lev_ball_arcs,productions,rank
35,3,24416,126005,8222,561,3783,2783
12,2,2926,4219,10300,121,2220,0
12,3,14615,18445,46057,193,2524,0
12,1,25,303,95,60,322,0
41,1,0,4299,1,205,82,0
20,3,6615,22042,8929,321,2483,111
20,2,1157,4469,1875,201,1500,9
26,3,30052,44232,46284,417,2914,0
12,3,11643,17708,16491,193,643,16
35,2,30023,47446,25804,351,6000,0
25,1,4,1908,7,125,66,0
19,2,1300,4889,2237,191,1239,0
40,4,30498,102371,177766,919,3089,0
11,3,30119,38234,56794,177,3934,0
27,2,3645,8550,5238,271,1487,1219
36,3,20496,94269,14730,577,3491,1
35,3,18299,120430,21952,561,283,1248
20,1,14,3028,39,100,148,0
32,4,30311,145489,113796,735,12030,0
24,4,30014,99148,7197,551,3732,0
33,1,7,4834,11,165,143,0
40,1,3,2165,5,200,107,0
39,2,928,57886,232,391,1955,70
23,2,6023,14245,2707,231,2271,0
23,2,10913,21774,8483,231,2902,996
27,1,2,4406,4,135,68,0
18,1,4,396,13,90,50,0
20,2,957,2934,1863,201,708,921
38,1,3,2757,5,190,99,0
33,3,30034,75175,29353,529,11634,0
25,1,0,569,1,125,52,0
30,1,50,2030,37,150,154,0
21,3,30030,39828,114509,337,497,0
31,3,1,81582,2,497,84,1
29,1,0,3317,1,145,60,0
26,2,1269,14781,592,261,1576,0
15,1,28,544,78,75,277,0
21,1,40,731,41,105,159,0
15,1,15,3022,47,75,147,0
32,2,12069,37106,4729,321,2784,2416
36,3,20585,96767,8114,577,2848,11
31,1,24,1594,36,155,150,0
11,3,2073,5778,6276,177,253,0
31,1,44,1047,63,155,211,0
19,3,30163,43704,93178,305,7676,-1
27,1,2,2908,3,135,109,0
18,4,30326,55190,123476,413,2900,0
25,1,32,5094,58,125,184,0
25,4,30267,110437,56401,574,11105,0
12,1,8,173,33,60,119,0
11,1,0,150,1,55,24,0
30,1,0,3979,1,150,62,0
35,2,3901,11013,2259,351,1439,1162
24,4,30282,80558,334515,551,4837,-1
13,3,624,8415,2527,209,92,61
23,3,30061,44485,54316,369,7972,-1
20,2,1735,8515,1316,201,1160,0
15,2,1281,2539,2347,151,973,547
16,1,31,339,90,80,221,0
36,4,30285,184598,118548,827,3554,0
29,2,2172,24498,562,291,3044,0
33,1,79,1593,102,165,280,0
31,1,40,3451,64,155,211,0
32,3,30012,79172,12445,513,4228,3927
31,2,13181,25400,9819,311,3006,0
29,3,30111,60849,90892,465,4063,0
22,2,3711,13575,3459,221,1557,1716
28,2,13866,32976,5528,281,2416,1506
36,1,37,4199,47,180,184,0
12,3,1107,3793,3221,193,999,0
27,3,28060,41624,17047,433,2073,205
28,1,10,6294,16,140,170,0
20,3,17734,26682,22229,321,2080,0
18,4,30054,53084,33472,413,5598,8
20,4,30269,71368,90982,459,23244,-1
35,1,3,1726,4,175,82,0
33,2,23922,37348,13265,331,2994,4896
30,2,530,17818,472,301,332,0
17,3,3,14129,1,273,40,0
16,1,39,637,102,80,246,0
11,1,10,165,36,55,115,0
15,1,24,750,61,75,244,0
33,3,30014,126568,11400,529,23862,94
39,2,235,11397,314,391,301,0
25,1,4,2259,10,125,70,0
17,1,1,329,4,85,50,0
29,2,11929,20198,8248,291,2111,3853
33,4,30319,313482,154292,758,78610,-1
24,3,30074,46496,90042,385,4799,0
12,2,474,4619,1299,121,871,0
15,1,13,242,41,75,162,0
29,2,3245,17768,700,291,2450,461
28,2,12816,18812,11928,281,2500,5181
12,1,2,202,9,60,41,0
29,3,30180,48634,84740,465,7892,-1
14,2,4430,9168,10910,141,2480,4828
22,1,4,384,10,110,63,0
16,3,30071,42893,95250,257,7608,0
29,1,24,4869,36,145,200,0
26,2,7229,21072,3288,261,2185,0
29,2,14577,28933,7022,291,2149,2178
16,2,7546,11018,6253,161,2609,948
27,3,30202,77985,57906,433,7551,0
39,1,12,5517,13,195,92,0
24,3,30143,65710,78340,385,4634,0
23,1,1,765,3,115,58,0
12,2,835,2620,2389,121,1905,646
17,2,5922,8626,7243,171,2500,1697
33,1,0,5001,1,165,68,0
23,2,12206,19402,12491,231,2856,3223
32,1,15,1396,20,160,99,0
27,3,30012,85586,15831,433,3986,1280
31,3,30043,62940,22136,497,2448,0
41,3,3163,68300,3250,657,224,0
12,4,30057,40595,98352,275,6472,-1
34,1,27,8403,39,170,267,0
20,1,20,1191,48,100,223,0
27,1,1,2758,2,135,67,0
33,1,21,1190,20,165,103,0
41,2,30033,61109,22146,411,5977,2
33,2,1,25388,1,331,66,0
16,1,14,3353,29,80,111,0
16,2,5102,7368,7476,161,2257,3825
13,4,30130,45971,99725,298,6504,1
33,3,30015,102270,12354,529,4632,7345
33,2,103,6903,160,331,125,0
24,4,30250,81069,101101,551,4217,0
11,3,3222,5412,7378,177,1225,0
39,4,30434,137454,231227,896,3052,-1
20,2,1239,7721,2409,201,469,0
13,1,17,186,55,65,155,0
41,3,30020,191452,10516,657,29782,10
29,2,2577,9658,1568,291,1122,1053
34,4,30227,171818,122543,781,38414,0
15,2,9,1256,24,151,70,0
31,3,30035,59553,27601,497,9920,930
11,2,1046,4263,3182,111,1386,820
20,4,30736,111020,187436,459,39193,-1
17,3,30049,52058,28130,273,19725,0
26,1,6,5396,13,130,66,0
34,1,8,2910,13,170,82,0
15,3,30029,38902,112024,241,459,145
34,2,4326,9959,2253,341,1063,1108
32,3,7864,28359,12071,513,309,0
18,2,550,2161,1080,181,971,48
32,4,30264,111393,103452,735,22196,-1
33,1,1,2022,1,165,66,0
17,3,30049,45407,94280,273,6137,-1
34,3,29637,135818,7774,545,3775,0
15,4,30705,51481,395519,344,7504,-1
21,3,270,5610,233,337,448,35
37,2,28397,47273,12986,371,3133,6587
13,1,10,2877,39,65,123,0
31,3,30026,112023,24751,497,6113,-1
28,1,6,1016,13,140,133,0
18,1,7,499,27,90,102,0
30,2,14675,21254,10701,301,3385,4688
25,1,34,1246,69,125,223,0
33,1,9,3780,13,165,152,0
31,2,3668,10892,3226,311,2016,0
26,2,0,11905,1,261,56,0
13,1,4,163,14,65,52,0
23,1,0,3873,1,115,48,0
22,4,30754,64615,429491,505,7729,-1
11,2,400,1763,1482,111,555,299
19,1,0,806,1,95,40,0
39,1,23,8507,28,195,181,0
19,1,7,3459,22,95,77,0
34,1,43,3809,63,170,217,0
26,2,827,13949,1300,261,278,0
25,1,0,1802,1,125,48,0
13,3,30073,37517,101991,209,4427,-1
20,1,25,585,45,100,148,0
26,1,4,2232,7,130,60,0
19,3,6910,14117,14070,305,1183,0
23,1,5,3450,9,115,135,0
32,1,82,4602,55,160,363,0
18,3,17260,33770,23053,289,2168,0
19,2,1054,7328,1298,191,1341,165
20,4,30269,63536,352563,459,6659,0
30,4,30045,179273,43707,689,23755,0
26,1,66,5929,98,130,448,0
29,2,20946,28416,19740,291,3093,0
29,3,30049,58688,39064,465,3957,279
16,4,262,15228,843,367,130,0
16,2,5857,12111,9365,161,3501,3769
20,2,177,6234,236,201,166,0
17,2,2708,4271,3563,171,1895,1456
38,3,30019,110486,12612,609,5397,6485
27,2,3309,11313,3084,271,1710,0
18,1,19,347,48,90,160,0
19,4,30141,61004,183325,436,7255,-1
21,3,30057,44776,37533,337,8642,1
29,2,11,12137,18,291,87,0
31,4,30082,125079,70660,712,20144,0
23,3,3,8391,8,369,57,3
21,2,1377,7872,614,211,1396,426
19,1,0,3242,1,95,40,0
19,3,15769,23909,21798,305,1865,0
36,4,30012,93285,12919,827,3471,207
35,2,10628,21597,3497,351,1931,1610
34,4,30151,142710,239152,781,1220,0
27,2,11610,21491,6009,271,2164,1172
25,3,30034,60406,32192,401,11882,0
20,4,30203,64707,149037,459,3095,-1
37,1,49,2207,63,185,223,0
17,1,18,746,59,85,229,0
30,3,11634,28910,7347,481,2280,4895
39,2,1,10804,1,391,82,0
36,3,30022,138052,17848,577,6360,8059
19,2,9222,15818,8609,191,2962,1121
22,1,2,6797,4,110,93,0
19,1,39,704,76,95,262,0
19,2,930,3881,1563,191,697,25
36,3,30017,135891,5080,577,18771,46
39,3,30024,80921,19677,625,3363,125
19,4,30054,46655,64367,436,3581,0
30,3,30033,108163,18855,481,4908,10539
38,2,30043,47207,20759,381,4170,4660
19,2,76,3066,205,191,159,0
24,4,30057,157899,25149,551,38578,705
28,2,15629,25870,12556,281,2748,6612
15,1,8,353,29,75,122,0
21,3,30035,52436,27346,337,4006,-1
12,1,18,2762,63,60,177,0
20,3,13434,21960,27464,321,578,43
34,4,30006,112240,11760,781,2893,78
23,1,27,580,63,115,195,0
22,1,7,1373,15,110,60,0
30,2,74,12676,100,301,190,0
22,1,4,3589,8,110,73,0
17,2,1176,5394,1341,171,1046,0
25,1,17,1160,35,125,137,0
31,1,57,1695,77,155,291,0
20,1,23,1950,53,100,228,0
23,2,13959,20199,19447,231,3377,0
29,1,15,3053,28,145,132,0
16,4,30336,52176,351715,367,6468,-1
39,1,4,2198,5,195,114,0
30,1,23,3956,34,150,226,0
32,1,2,2285,3,160,72,0
28,2,2195,15303,1698,281,1401,0
22,2,18194,29638,15763,221,5033,0
37,3,30020,106582,11975,593,6161,8290
13,1,4,294,13,65,40,0
39,2,30029,56108,16735,391,4043,3893
32,1,6,3911,10,160,94,0
38,2,43,7822,51,381,133,0
34,4,30085,172346,66185,781,38100,0
30,2,1977,13293,534,301,1534,116
13,1,20,237,78,65,239,0
35,3,30056,78295,50582,561,5716,0
27,1,39,4485,58,135,313,0
24,1,97,2690,101,120,475,0
19,1,18,934,44,95,195,0
29,1,148,4071,48,145,179,0
31,3,842,69280,408,497,1087,92
31,2,2573,9281,1203,311,898,455
22,3,11908,27743,17741,353,1873,1446
27,1,18,2122,30,135,258,0
26,2,25359,37151,26245,261,4225,-1
37,3,30071,79928,94313,593,5134,0
12,3,7684,15280,13169,193,1679,0
30,2,219,19684,82,301,371,42
30,3,30050,116392,67617,481,8652,-1
14,4,3283,18390,7647,321,1816,0
17,2,1069,3761,2090,171,1140,0
39,2,5363,20861,3236,391,1539,0
24,1,0,995,1,120,48,0
24,1,2,507,4,120,62,0
13,4,9140,19427,23226,298,1325,0
14,3,593,7227,1245,225,612,1
37,3,8065,35707,3645,593,1976,1456
18,1,13,625,30,90,121,0
26,3,30046,49205,25899,417,2727,205
24,1,22,3284,46,120,159,0
32,2,4908,14503,3342,321,1824,0
37,1,0,8257,1,185,76,0
35,3,14803,58959,12047,561,2807,0
22,2,4965,13901,3113,221,2670,1488
16,2,3480,7406,7899,161,1667,2374
13,4,30100,46764,99248,298,6504,0
35,3,30017,149408,4909,561,10734,0
12,1,12,3040,36,60,148,0
23,3,78,12075,176,369,178,0
31,4,30605,134228,273277,712,4463,19
17,2,10618,13836,17201,171,2920,5414
35,1,103,9141,82,175,387,0
36,4,30042,240347,78078,827,6054,-1
37,3,30006,101615,6844,593,5246,4178
14,1,14,2982,47,70,204,0
27,4,30362,120224,92112,620,35753,-1
33,3,30189,60528,66845,529,8871,-1
20,4,30184,98838,97268,459,34413,658
21,4,12206,34748,10189,482,2395,189
15,4,30177,69259,126285,344,25770,256
28,2,4553,11129,4659,281,1890,0
28,1,30,734,59,140,197,0
18,3,30028,59862,12436,289,20830,4970
28,1,0,1306,1,140,56,0
37,3,30014,177210,21864,593,5874,-1
33,3,30020,77206,19862,529,13491,0
17,1,18,2695,59,85,170,0
19,2,531,2229,1203,191,567,470
28,2,27974,33492,25328,281,3379,-1
24,1,34,930,63,120,197,0
38,2,5870,16182,2606,381,1199,464
30,1,12,950,20,150,97,0
28,3,4486,57257,6648,449,252,3774
13,3,3365,7439,4762,209,1788,184
13,4,30424,50058,271486,298,9356,0
19,1,6,2784,19,95,82,0
32,1,15,6357,20,160,99,0
18,1,4,659,12,90,83,0
20,1,2,348,7,100,46,0
15,1,2,308,11,75,76,0
14,1,31,244,10,70,46,0
16,1,1,408,7,80,86,0
15,2,1554,4529,1930,151,807,467
31,4,30057,100419,16707,712,14487,7228
33,2,6854,31173,4583,331,2992,827
13,1,4,2797,15,65,56,0
12,3,14306,17730,33094,193,1603,0
23,2,374,12037,420,231,364,0
24,3,30022,68492,35925,385,2841,0
27,1,49,3366,63,135,295,0
19,1,16,960,41,95,152,0
20,4,20230,47676,29086,459,1614,0
39,3,30016,112291,48446,625,3476,0
22,2,1765,9964,1099,221,1081,0
22,3,30103,47825,173156,353,6584,0
31,1,6,3625,9,155,89,0
20,2,1285,5659,2349,201,1291,0
11,1,2,193,8,55,75,0
30,1,2,3366,4,150,77,0
30,1,72,4727,102,150,274,0
33,1,1,5697,2,165,120,0
14,4,16619,30778,43649,321,1590,0
32,2,14803,24562,8796,321,2173,2354
24,3,30036,76251,40953,385,4309,0
33,1,24,6494,31,165,160,0
29,1,24,1069,36,145,179,0
13,3,30041,34728,91999,209,390,-1
36,1,18,5357,25,180,123,0
37,1,63,3787,85,185,387,0
12,2,55,680,169,121,52,0
27,1,7,643,13,135,68,0
41,1,11,6979,14,205,110,0
23,3,30054,42931,56552,369,3141,0
39,3,30077,145463,111109,625,9848,0
24,2,1840,14414,1369,241,1311,0
30,2,8,15023,14,301,70,0
37,3,30005,98906,6676,593,5246,4070
32,1,2,1640,3,160,74,0
23,2,5260,12023,3352,231,2137,388
38,2,8143,17828,10404,381,504,0
17,1,11,474,35,85,123,0
18,2,0,2136,1,181,40,0
34,2,576,13575,641,341,353,0
28,2,6361,22060,3529,281,2060,73
21,2,12280,16814,16805,211,2827,2421
25,2,2169,13082,1284,251,1173,0
33,3,30019,72393,15150,529,693,0
27,4,30021,69207,19849,620,2577,124
23,1,1,402,2,115,52,0
38,2,3344,47841,709,381,1465,31
37,4,30076,156018,40880,850,43153,-1
40,4,30064,172073,43113,919,395,0
18,4,4600,41322,2314,413,1629,0
19,1,23,398,63,95,187,0
36,4,30016,84168,14237,827,2713,233
35,2,1906,7347,2094,351,735,0
20,1,4,1209,10,100,65,0
23,3,30125,44026,45867,369,3009,2
19,4,30335,171901,83303,436,71265,19
26,2,9848,18942,8267,261,3260,2303
32,2,1123,14484,1308,321,587,393
25,1,15,1904,29,125,134,0
12,1,2,206,9,60,40,0
12,1,13,350,46,60,138,0
34,2,4214,10717,1930,341,1357,1003
25,2,2053,15950,1075,251,1383,0
17,4,30557,71764,667890,390,9473,0
36,1,12,2470,16,180,147,0
34,2,7397,32785,3829,341,2278,1938
28,3,4453,23606,3719,449,1920,0
35,1,43,1505,63,175,219,0
33,4,30112,186628,61137,758,63164,0
26,4,3,127454,3,597,81,2
24,4,30103,97074,97499,551,3758,0
16,3,15611,27186,8092,257,3031,384
27,2,474,5235,768,271,543,0
23,2,12288,19239,6231,231,2723,1947
23,4,30100,68230,136014,528,9332,5
14,1,31,478,106,70,355,0
12,2,321,1326,996,121,285,0
18,4,30296,55273,82317,413,12208,-1
12,1,28,221,102,60,241,0
22,3,30191,40794,104019,353,6865,-1
15,1,52,2811,78,75,259,0
28,1,53,3637,86,140,324,0
30,2,937,20466,783,301,458,7
32,4,30114,154745,87982,735,18383,0
27,2,12188,22080,7892,271,2369,1833
18,3,30013,46860,23720,289,4721,-1
26,3,6944,34273,3094,417,262,451
21,3,18,9723,19,337,97,2
26,2,5966,16954,3671,261,2247,53
23,2,1481,13937,1570,231,1339,0
26,3,30011,74168,5810,417,26983,3983
24,4,11088,72679,13356,551,720,0
30,2,13493,18121,15457,301,2198,2131
19,1,35,1122,67,95,268,0
32,2,4121,18321,3235,321,1909,194
15,2,127,5283,398,151,229,0
24,3,30025,44922,49752,385,970,0
15,2,6559,10042,6937,151,2839,1258
35,1,0,10465,1,175,72,0
29,2,106,19455,131,291,121,0
14,1,14,316,37,70,122,0
38,3,30008,118479,18756,609,9219,8317
11,1,5,98,26,55,56,0
32,2,15964,22029,14418,321,2298,5793
12,2,182,3696,744,121,251,0
25,2,4893,14987,4248,251,2519,953
38,2,1215,15618,1299,381,288,92
15,2,139,2085,159,151,890,0
30,3,30156,70306,39487,481,11410,-1
27,3,30069,67938,77277,433,6319,-1
22,3,30030,61961,27364,353,4996,-1
38,2,4,13985,5,381,93,0
35,3,30586,95075,149774,561,9007,0
37,2,15174,23038,12259,371,2165,3392
18,2,1176,4363,1918,181,1407,14
26,3,30045,111028,20950,417,36764,12066
15,1,4,2795,13,75,44,0
17,3,30170,42197,193591,273,7649,567
17,2,815,3734,1551,171,1097,0
21,2,1159,6877,879,211,1052,0
13,1,3,3284,13,65,105,0
36,2,21014,30820,12956,361,2844,5777
36,2,30019,40020,20849,361,2974,4168
26,1,5,1998,10,130,82,0
13,3,30072,41792,127304,209,6097,-1
12,1,0,177,4,60,41,0
16,4,30152,60711,55307,367,1130,0
36,1,11,7469,12,180,158,0
23,2,7725,11704,9423,231,1894,2951
22,4,31402,67811,451135,505,7706,-1
13,3,4813,10854,2382,209,2170,0
20,1,48,1307,99,100,408,0
36,1,0,3463,1,180,74,0
35,4,30016,112980,14799,804,1968,10
34,3,30085,61113,46440,545,2564,674
36,2,2754,28883,661,361,2378,472
33,2,30053,47148,23574,331,5863,0
19,1,40,643,86,95,277,0
15,3,30141,39520,269766,241,5967,-1
34,3,63,62196,88,545,171,3
41,2,105,13381,48,411,124,0
37,1,11,2210,13,185,88,0
36,1,58,2022,12,180,145,0
33,1,2,5903,4,165,106,0
35,1,12,4781,15,175,134,0
13,1,3,260,13,65,40,0
20,1,3,290,8,100,74,0
29,3,30086,50751,50600,465,3616,-1
34,2,3285,11999,4245,341,410,0
19,2,36,4825,77,191,138,0
41,3,22300,133897,22021,657,1342,0
18,3,5267,22246,6696,289,2467,2
27,3,1758,21455,480,433,127,0
40,1,1,12774,1,200,82,0
16,3,3816,9835,6451,257,824,-1
35,1,26,4327,32,175,164,0
29,2,16593,35034,5062,291,3366,1317
23,1,39,1640,57,115,175,0
15,2,1450,5870,3479,151,301,0
14,1,13,318,34,70,143,0
20,2,5828,8343,9333,201,1879,4508
14,3,2736,11967,6363,225,857,33
13,1,3,163,13,65,40,0
23,2,816,9744,1275,231,304,0
14,1,2,276,7,70,34,0
37,3,2911,35868,3380,593,138,-1
35,4,30696,109433,881067,804,597,-1
21,3,30086,45493,38825,337,3334,-1
39,1,25,7636,27,195,145,0
16,1,0,176,1,80,34,0
14,4,30255,49207,254843,321,5812,0
18,1,0,3151,2,90,56,0
36,2,1959,8368,1706,361,1242,8
32,1,5,3490,7,160,82,0
31,2,21797,37536,15659,311,3040,6463
37,2,30006,67404,6580,371,9452,0
38,2,5988,14815,1933,381,1547,1241
20,1,9,773,20,100,145,0
25,2,1005,17157,700,251,2087,0
37,3,30025,69815,16992,593,11786,0
23,4,30192,85428,57021,528,20808,-1
35,3,7659,27949,4826,561,1854,0
21,4,30054,67406,108392,482,3577,0
28,3,0,44323,1,449,62,0
32,3,1878,47729,2540,513,264,0
31,2,28,8009,49,311,74,0
38,4,30104,190668,71500,873,63808,0
22,2,3260,11478,1931,221,4008,1196
23,2,8979,17884,5121,231,2938,0
27,2,11444,16520,9253,271,1982,2661
39,1,64,2417,79,195,328,0
11,2,50,1158,208,111,319,1
32,3,30083,83133,58223,513,21253,2201
16,2,3379,7454,5648,161,2209,1726
11,1,2,143,13,55,36,0
28,2,454,9036,789,281,331,15
14,1,10,326,35,70,150,0
26,2,1442,7471,891,261,258,0
11,1,1,135,7,55,28,0
37,1,1,9387,1,185,74,0
22,3,30056,47076,33611,353,2391,0
14,2,346,1098,1191,141,395,11
34,4,30013,311037,8488,781,11555,5791
15,2,4186,6672,8441,151,2382,1013
39,4,30012,124408,33539,896,3225,-1
23,1,28,618,59,115,199,0
14,2,485,4076,1112,141,497,87
15,1,26,532,58,75,247,0